ele,label,lat,lon,ontology,type,typeDetail,id
,"Middletown, Connecticut",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,747
,Naples (Italy),40.8333,14.25,http://data.nytimes.com/,,,754
,Kuala Lumpur (Malaysia),3.16667,101.7,http://data.nytimes.com/,,,756
,Kuala Lumpur,3.1412,101.687,http://sws.geonames.org/,"city, village,...",capital of a political entity,757
,Lower East Side (NYC),40.7161,-73.9868,http://data.nytimes.com/,,,758
,Dujiangyan City,30.9,103.5,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,761
,Pyongyang (North Korea),39.0194,125.755,http://data.nytimes.com/,,,762
,"Aveiro, Portugal",,,http://dbpedia.org/,,,774
,Homer (Alaska),59.6425,-151.548,http://data.nytimes.com/,,,784
,Ravenna,44.4175,12.2011,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",791
,Haditha (Iraq),34.1397,42.3781,http://data.nytimes.com/,,,794
,Calcutta (India),22.5697,88.3697,http://data.nytimes.com/,,,796
,Kolkata,22.0,88.0,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,797
,Seoul (South Korea),37.5664,127.0,http://data.nytimes.com/,,,823
,Brisbane (Australia),-27.4679,153.028,http://data.nytimes.com/,,,825
,brisbane,-27.4667,153.033,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,826
,Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,,831
,nassau,25.0667,-77.3333,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,832
,Monteverde (Costa Rica),10.1,-83.4333,http://data.nytimes.com/,,,837
,monteverde,10.3143,-84.825,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,838
,Antwerp (Belgium),51.2167,4.41667,http://data.nytimes.com/,,,839
,antwerp,51.2209,4.40208,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,840
,"Long Beach, New York",,,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,854
,Soweto,-26.2667,27.8667,http://sws.geonames.org/,"city, village,...",populated place,856
,amalfi,40.6333,14.6,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,858
,Nagasaki (Japan),32.755,129.868,http://data.nytimes.com/,,,871
,San Cristobal de las Casas,,,http://dbpedia.org/,,,896
,Bayreuth (Germany),49.9481,11.5783,http://data.nytimes.com/,,,901
,Bayreuth,49.9481,11.5783,http://dbpedia.org/,"['http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,902
,Lecce (Italy),40.357,18.172,http://data.nytimes.com/,,,905
,Niagara Falls,43.1001,-79.0663,http://sws.geonames.org/,"city, village,...",populated place,930
,Punta Gorda (Fla),26.9298,-82.0454,http://data.nytimes.com/,,,931
,Lockerbie,55.12,-3.357,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,938
,San Antonio (Tex),29.4241,-98.4936,http://data.nytimes.com/,,,939
,Monteverde,10.3143,-84.825,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,946
,Ayacucho (Peru),-13.1583,-74.2239,http://data.nytimes.com/,,,949
,Ayacucho,-13.1583,-74.2239,http://sws.geonames.org/,"city, village,...",,950
,Roosevelt Island (NYC),40.764,-73.9482,http://data.nytimes.com/,,,952
,Juarez (Mexico),31.7333,-106.483,http://data.nytimes.com/,,,958
,Ciudad Juárez,31.7333,-106.483,http://sws.geonames.org/,"city, village,...",populated place,959
,Edirne (Turkey),41.6772,26.556,http://data.nytimes.com/,,,960
,las vegas,,-115.136389,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,974
,Parma (Italy),44.8027,10.329,http://data.nytimes.com/,,,982
,Parma,44.8,10.3333,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,983
,Bay Ridge (NYC),40.634,-74.0146,http://data.nytimes.com/,,,986
,Bay Ridge,40.634,-74.0146,http://sws.geonames.org/,"city, village,...",populated place,987
,Ixtapa,17.6678,-101.642,http://sws.geonames.org/,"city, village,...",populated place,995
,aswan,24.0667,32.9167,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1003
,New Milford (Conn),41.577,-73.4085,http://data.nytimes.com/,,,1004
,new milford,41.5769,-73.4089,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1005
,Jena (LA),31.6832,-92.1337,http://data.nytimes.com/,,,1013
,rio de janeiro,-22.9083,-43.2436,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1018
,Prospect Heights (NYC),40.6775,-73.9677,http://data.nytimes.com/,,,1021
,Fontainebleau,48.4097,2.7025,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1032
,Piermont (NY),41.042,-73.9182,http://data.nytimes.com/,,,1037
,Sleepy Hollow (NY),41.0857,-73.8585,http://data.nytimes.com/,,,1039
,Sleepy Hollow,41.0857,-73.8585,http://sws.geonames.org/,"city, village,...",populated place,1040
,Santiago de Cuba (Cuba),20.0247,-75.8219,http://data.nytimes.com/,,,1043
,santiago de cuba,20.0283,-75.8206,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,1044
,Bodrum (Turkey),37.0383,27.4292,http://data.nytimes.com/,,,1054
,Ulyanovsk,54.3167,48.3667,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://umbel.org/umbel/rc/Village']",,1060
,mashpee,41.6484,-70.4811,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1063
,Fes,34.0333,-5.0,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1083
,Norfolk (Va),36.8468,-76.2852,http://data.nytimes.com/,,,1086
,Berchtesgaden,47.6333,13.0,http://sws.geonames.org/,"city, village,...",populated place,1094
,lisbon,38.7,-9.1833,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1096
,pucon,-39.2667,-71.9667,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1104
,Chinatown (NYC),40.7165,-73.9963,http://data.nytimes.com/,,,1115
,"Chinatown, Manhattan",,,http://dbpedia.org/,,,1116
,Oxford (Conn),41.434,-73.1168,http://data.nytimes.com/,,,1119
,Quito (Ecuador),-0.216667,-78.5,http://data.nytimes.com/,,,1121
,Milford,41.3223,-74.8024,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",1154
,Alajuela (Costa Rica),10.0167,-84.2167,http://data.nytimes.com/,,,1156
,Sacramento (Calif),38.5816,-121.494,http://data.nytimes.com/,,,1158
,Sacramento,38.5816,-121.494,http://sws.geonames.org/,"city, village,...",,1159
,Orleans (Mass),41.7898,-69.9897,http://data.nytimes.com/,,,1171
,Orleans,41.7898,-69.9897,http://sws.geonames.org/,"city, village,...",populated place,1172
,dumbo brooklyn,40.703056,-73.989444,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.neighborhood']",,1178
,Tours (France),47.3833,0.683333,http://data.nytimes.com/,,,1182
,tours,47.38,0.69,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1183
,Rovinj (Croatia),45.08,13.64,http://data.nytimes.com/,,,1184
,Montauk (NY),41.0359,-71.9545,http://data.nytimes.com/,,,1186
,Basra (Iraq),30.4942,47.8192,http://data.nytimes.com/,,,1189
,Manchester,42.9956,-71.4548,http://sws.geonames.org/,"city, village,...",populated place,1198
,Lucca (Italy),43.8436,10.5058,http://data.nytimes.com/,,,1203
,Lucca,43.85,10.5,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1204
,Cahuita,9.73889,-82.8456,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1206
,St Petersburg (Russia),59.8944,30.2642,http://data.nytimes.com/,,,1207
,Curitiba (Brazil),-25.4278,-49.2731,http://data.nytimes.com/,,,1217
,Curitiba,-25.4167,-49.25,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1218
,Deauville (France),49.357,0.069952,http://data.nytimes.com/,,,1220
,Danang (Vietnam),16.0678,108.221,http://data.nytimes.com/,,,1226
,Provincetown (Mass),42.0584,-70.1786,http://data.nytimes.com/,,,1228
,Eilat (Israel),29.5611,34.9517,http://data.nytimes.com/,,,1232
,Eilat,29.5611,34.9517,http://sws.geonames.org/,"city, village,...",populated place,1233
,wellington,-41.2889,174.777,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1240
,El Calafate,-50.3407,-72.2768,http://sws.geonames.org/,"city, village,...",populated place,1243
,Patchogue,40.7657,-73.0151,http://sws.geonames.org/,"city, village,...",populated place,1244
,bodrum,37.0409,27.4339,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1252
,Vientiane (Laos),17.9667,102.6,http://data.nytimes.com/,,,1259
,Vientiane,17.9667,102.6,http://sws.geonames.org/,"city, village,...",capital of a political entity,1260
,Sochi,43.5853,39.7203,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://umbel.org/umbel/rc/Village']",,1262
,Brooklyn Heights (NYC),40.6977,-73.9943,http://data.nytimes.com/,,,1265
,Varanasi (India),25.3333,83.0,http://data.nytimes.com/,,,1298
,Ludlow (Vt),43.3959,-72.7007,http://data.nytimes.com/,,,1300
,Sag Harbor (NY),40.9979,-72.2926,http://data.nytimes.com/,,,1327
,santa barbara,34.4208,-119.697,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1336
,"Nassau, Bahamas",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1340
,San Pedro de Atacama,-22.9167,-68.2167,http://sws.geonames.org/,"city, village,...",populated place,1341
,Port Elizabeth,-33.9581,25.6,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1343
,Sintra,,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/WorldHeritageSite']",,1349
